"","PLAYERS","NO_APPEARANCES","ARCHETYPE_NAMES","ARCHETYPE_COUNT","URL"
"451","alexmw14",1,"Jund Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#alexmw_nd_place"
"452","HamburgerJung",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-09-28#hamburgerjung_th_place"
"453","Frejat",1,"Reclaimer Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#frejat_nd_place"
"454","moyashi0904",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#moyashi_rd_place"
"455","audio336",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#audio_th_place"
"456","starfall",1,"Obosh Aggro","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#starfall_th_place"
"457","TrueHero",1,"UBRG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-10-04#truehero_th_place"
"458","drVendigo",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-05#drvendigo_th_place"
"459","Jaberwocki",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#jaberwocki_nd_place"
"460","WorstNewbEver",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#worstnewbever_rd_place"
"461","fried-liver-attack",1,"Burn","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#fried-liver-attack_th_place"
"462","jacobricher",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#jacobricher_th_place"
"463","Munich_Casual",1,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-11#munich_casual_th_place"
"464","taruto1212",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#taruto_nd_place"
"465","NosonosaN",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#nosonosan_rd_place"
"466","pmk",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#pmk_th_place"
"467","Wyern",1,"Belcher","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-12#wyern_th_place"
"468","NHA37",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#nha_st_place"
"469","FreakNightmare",1,"Oops All Spells","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#freaknightmare_nd_place"
"470","cicciogire",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-18#cicciogire_th_place"
"471","Nekonii",1,"Elves","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#nekonii_rd_place"
"472","JustJack",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-19#justjack_th_place"
"473","coliobeware",1,"Jund Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#coliobeware_st_place"
"474","Erik157751",1,"Crabvine","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#erik_nd_place"
"475","Ma7x",1,"Niv To Light","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#max_rd_place"
"476","guiyote",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#guiyote_th_place"
"477","Exoline",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-25#exoline_th_place"
"478","coomback",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#coomback_th_place"
"479","FeeltheRush",1,"Bant Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-10-26#feeltherush_th_place"
"480","6argamel",1,"Mono White Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#argamel_st_place"
"481","bamzing",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#bamzing_rd_place"
"482","FedeG",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#fedeg_th_place"
"483","Vagabond87",1,"Selective Oracle","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-01#vagabond_th_place"
"484","Mogged",1,"Mono Red Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-02#mogged_th_place"
"485","FreedMania",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#freedmania_nd_place"
"486","ChironTheMage",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#chironthemage_th_place"
"487","Chrhey",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#chrhey_th_place"
"488","Ennuixd",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#ennuixd_th_place"
"489","oskiyaa",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-02#oskiyaa_th_place"
"490","Ozymandias17",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#ozymandias_th_place"
"491","Martin_Dominguez",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#martin_dominguez_th_place"
"492","Brunister",1,"Azorius Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#brunister_th_place"
"493","Zar0s",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2020-11-08#zars_th_place"
"494","paucr5",1,"Devoted","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#paucr_th_place"
"495","Moniz0801",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-09#moniz_th_place"
"496","marcofabrizi",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#marcofabrizi_st_place"
"497","Eaglov",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#eaglov_rd_place"
"498","lordavery",1,"Stoneblade","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#lordavery_th_place"
"499","cntrlfreak",1,"Grixis Shadow","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-15#cntrlfreak_th_place"
"500","Oderus Urungus",1,"Obosh Aggro","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#oderus_urungus_th_place"
"501","Mulldrifter",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#mulldrifter_th_place"
"502","kogamo",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-11-16#kogamo_th_place"
"503","Kr0k39",1,"Oops All Spells","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#krk_th_place"
"504","DcNo",1,"Humans","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-22#dcno_th_place"
"505","billster47",1,"Hammer Time","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#billster_st_place"
"506","Samlg01",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-23#samlg_th_place"
"507","HNSDMPF",1,"Hardened Scales","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#hnsdmpf_th_place"
"508","Selami",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-29#selami_th_place"
"509","Rulleboren",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#rulleboren_nd_place"
"510","daibloXSC",1,"Erayo Prison","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#daibloxsc_rd_place"
"511","LordAbyss",1,"Eldrazi Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#lordabyss_th_place"
"512","mechint",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-11-30#mechint_th_place"
"513","kaktusowysmok",1,"Goblins","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#kaktusowysmok_st_place"
"514","thedoc96",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#thedoc_rd_place"
"515","Redgy819",1,"Green Tron","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#redgy_th_place"
"516","Ryan_39",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#ryan__th_place"
"517","lsmguys",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#lsmguys_th_place"
"518","EdB",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-05#edb_th_place"
"519","hugeomanyte",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#hugeomanyte_th_place"
"520","FerMTG",1,"Rakdos Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#fermtg_th_place"
"521","EmErgy",1,"Mill","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-07#emergy_th_place"
"522","Lucabireskusku",1,"WURG Control","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#lucabireskusku_st_place"
"523","Tarrasque1",1,"Mono White Taxes","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#tarrasque_nd_place"
"524","sleightofhand94",1,"Amulet Titan","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-13#sleightofhand_rd_place"
"525","Hamuda",1,"Hammer Time","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-14#hamuda_st_place"
"526","dough_shack",1,"Blue Scapeshift","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#dough_shack_st_place"
"527","MaxCapone",1,"Oops All Spells","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#maxcapone_nd_place"
"528","MastaHorus",1,"Electro End","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-20#mastahorus_th_place"
"529","Boucha",1,"Belcher","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#boucha_st_place"
"530","ElYallo",1,"Heliod Combo","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#elyallo_th_place"
"531","Benkill",1,"Spirits","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#benkill_th_place"
"532","Beekeeper",1,"Dredge","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-21#beekeeper_th_place"
"533","Gobo2009",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#gobo_st_place"
"534","Borjillamtg10",1,"Gruul Midrange","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#borjillamtg_th_place"
"535","Comebackkid",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-champ-qual-2020-12-21#comebackkid_th_place"
"536","omgitztommy",1,"Izzet Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#omgitztommy_st_place"
"537","vini_torres",1,"Gifts Storm","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#vini_torres_rd_place"
"538","KnightOfSuri",1,"Infect","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#knightofsuri_th_place"
"539","abethemage",1,"Thopter Urza","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-27#abethemage_th_place"
"540","ichi-roku",1,"Ad Nauseam","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#ichi-roku_nd_place"
"541","mikeleee",1,"Shadow Prowess","1","https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2020-12-28#mikeleee_th_place"
